T,G,F,CASE,value
T4711,electric_chiller,electricity,reference,4.0
T4711,free_cooling,electricity,integrated,0.0
T4711,free_cooling,electricity,reference,0.0
T4711,HR_DC,electricity,integrated,0.0
T4711,HR_DC,electricity,reference,0.0
T4712,electric_chiller,electricity,integrated,4.0
T4712,electric_chiller,electricity,reference,4.0
T4712,free_cooling,electricity,integrated,0.0
T4712,free_cooling,electricity,reference,0.0
T4712,HR_DC,electricity,integrated,0.0
T4712,HR_DC,electricity,reference,0.0
T4713,electric_chiller,electricity,integrated,4.0
T4713,electric_chiller,electricity,reference,4.0
T4713,free_cooling,electricity,integrated,0.0
T4713,free_cooling,electricity,reference,0.0
T4713,HR_DC,electricity,integrated,0.0
T4713,HR_DC,electricity,reference,0.0
T4714,electric_chiller,electricity,integrated,4.0
T4714,electric_chiller,electricity,reference,4.0
T4714,free_cooling,electricity,integrated,0.0
T4714,free_cooling,electricity,reference,0.0
T4714,HR_DC,electricity,integrated,0.0
T4714,HR_DC,electricity,reference,0.0
T4715,electric_chiller,electricity,integrated,4.0
T4715,electric_chiller,electricity,reference,4.0
T4715,free_cooling,electricity,integrated,0.0
T4715,free_cooling,electricity,reference,0.0
T4715,HR_DC,electricity,integrated,0.0
T4715,HR_DC,electricity,reference,0.0
T4716,electric_chiller,electricity,integrated,4.0
T4716,electric_chiller,electricity,reference,4.0
T4716,free_cooling,electricity,integrated,0.0
T4716,free_cooling,electricity,reference,0.0
T4716,HR_DC,electricity,integrated,0.0
T4716,HR_DC,electricity,reference,0.0
T4717,electric_chiller,electricity,integrated,4.0
T4717,electric_chiller,electricity,reference,4.0
T4717,free_cooling,electricity,integrated,0.0
T4717,free_cooling,electricity,reference,0.0
T4717,HR_DC,electricity,integrated,0.0
T4717,HR_DC,electricity,reference,0.0
T4718,electric_chiller,electricity,integrated,4.0
T4718,electric_chiller,electricity,reference,4.0
T4718,free_cooling,electricity,integrated,0.0
T4718,free_cooling,electricity,reference,0.0
T4718,HR_DC,electricity,integrated,0.0
T4718,HR_DC,electricity,reference,0.0
T4719,electric_chiller,electricity,integrated,4.0
T4719,electric_chiller,electricity,reference,4.0
T4719,free_cooling,electricity,integrated,0.0
T4719,free_cooling,electricity,reference,0.0
T4719,HR_DC,electricity,integrated,0.0
T4719,HR_DC,electricity,reference,0.0
T4720,electric_chiller,electricity,integrated,4.0
T4720,electric_chiller,electricity,reference,4.0
T4720,free_cooling,electricity,integrated,0.0
T4720,free_cooling,electricity,reference,0.0
T4720,HR_DC,electricity,integrated,0.0
T4720,HR_DC,electricity,reference,0.0
T4721,electric_chiller,electricity,integrated,4.0
T4721,electric_chiller,electricity,reference,4.0
T4721,free_cooling,electricity,integrated,0.0
T4721,free_cooling,electricity,reference,0.0
T4721,HR_DC,electricity,integrated,0.0
T4721,HR_DC,electricity,reference,0.0
T4722,electric_chiller,electricity,integrated,4.0
T4722,electric_chiller,electricity,reference,4.0
T4722,free_cooling,electricity,integrated,0.0
T4722,free_cooling,electricity,reference,0.0
T4722,HR_DC,electricity,integrated,0.0
T4722,HR_DC,electricity,reference,0.0
T4723,electric_chiller,electricity,integrated,4.0
T4723,electric_chiller,electricity,reference,4.0
T4723,free_cooling,electricity,integrated,0.0
T4723,free_cooling,electricity,reference,0.0
T4723,HR_DC,electricity,integrated,0.0
T4723,HR_DC,electricity,reference,0.0
T4724,electric_chiller,electricity,integrated,4.0
T4724,electric_chiller,electricity,reference,4.0
T4724,free_cooling,electricity,integrated,0.0
T4724,free_cooling,electricity,reference,0.0
T4724,HR_DC,electricity,integrated,0.0
T4724,HR_DC,electricity,reference,0.0
T4725,electric_chiller,electricity,integrated,4.0
T4725,electric_chiller,electricity,reference,4.0
T4725,free_cooling,electricity,integrated,0.0
T4725,free_cooling,electricity,reference,0.0
T4725,HR_DC,electricity,integrated,0.0
T4725,HR_DC,electricity,reference,0.0
T4726,electric_chiller,electricity,integrated,4.0
T4726,electric_chiller,electricity,reference,4.0
T4726,free_cooling,electricity,integrated,0.0
T4726,free_cooling,electricity,reference,0.0
T4726,HR_DC,electricity,integrated,0.0
T4726,HR_DC,electricity,reference,0.0
T4727,electric_chiller,electricity,integrated,4.0
T4727,electric_chiller,electricity,reference,4.0
T4727,free_cooling,electricity,integrated,0.0
T4727,free_cooling,electricity,reference,0.0
T4727,HR_DC,electricity,integrated,0.0
T4727,HR_DC,electricity,reference,0.0
T4728,electric_chiller,electricity,integrated,4.0
T4728,electric_chiller,electricity,reference,4.0
T4728,free_cooling,electricity,integrated,0.0
T4728,free_cooling,electricity,reference,0.0
T4728,HR_DC,electricity,integrated,0.0
T4728,HR_DC,electricity,reference,0.0
T4729,electric_chiller,electricity,integrated,4.0
T4729,electric_chiller,electricity,reference,4.0
T4729,free_cooling,electricity,integrated,0.0
T4729,free_cooling,electricity,reference,0.0
T4729,HR_DC,electricity,integrated,0.0
T4729,HR_DC,electricity,reference,0.0
T4730,electric_chiller,electricity,integrated,4.0
T4730,electric_chiller,electricity,reference,4.0
T4730,free_cooling,electricity,integrated,0.0
T4730,free_cooling,electricity,reference,0.0
T4730,HR_DC,electricity,integrated,0.0
T4730,HR_DC,electricity,reference,0.0
T4731,electric_chiller,electricity,integrated,4.0
T4731,electric_chiller,electricity,reference,4.0
T4731,free_cooling,electricity,integrated,0.0
T4731,free_cooling,electricity,reference,0.0
T4731,HR_DC,electricity,integrated,0.0
T4731,HR_DC,electricity,reference,0.0
T4732,electric_chiller,electricity,integrated,4.0
T4732,electric_chiller,electricity,reference,4.0
T4732,free_cooling,electricity,integrated,0.0
T4732,free_cooling,electricity,reference,0.0
T4732,HR_DC,electricity,integrated,0.0
T4732,HR_DC,electricity,reference,0.0
T4733,electric_chiller,electricity,integrated,4.0
T4733,electric_chiller,electricity,reference,4.0
T4733,free_cooling,electricity,integrated,0.0
T4733,free_cooling,electricity,reference,0.0
T4733,HR_DC,electricity,integrated,0.0
T4733,HR_DC,electricity,reference,0.0
T4734,electric_chiller,electricity,integrated,4.0
T4734,electric_chiller,electricity,reference,4.0
T4734,free_cooling,electricity,integrated,0.0
T4734,free_cooling,electricity,reference,0.0
T4734,HR_DC,electricity,integrated,0.0
T4734,HR_DC,electricity,reference,0.0
T4735,electric_chiller,electricity,integrated,4.0
T4735,electric_chiller,electricity,reference,4.0
T4735,free_cooling,electricity,integrated,0.0
T4735,free_cooling,electricity,reference,0.0
T4735,HR_DC,electricity,integrated,0.0
T4735,HR_DC,electricity,reference,0.0
T4736,electric_chiller,electricity,integrated,4.0
T4736,electric_chiller,electricity,reference,4.0
T4736,free_cooling,electricity,integrated,0.0
T4736,free_cooling,electricity,reference,0.0
T4736,HR_DC,electricity,integrated,0.0
T4736,HR_DC,electricity,reference,0.0
T4737,electric_chiller,electricity,integrated,4.0
T4737,electric_chiller,electricity,reference,4.0
T4737,free_cooling,electricity,integrated,0.0
T4737,free_cooling,electricity,reference,0.0
T4737,HR_DC,electricity,integrated,0.0
T4737,HR_DC,electricity,reference,0.0
T4738,electric_chiller,electricity,integrated,4.0
T4738,electric_chiller,electricity,reference,4.0
T4738,free_cooling,electricity,integrated,0.0
T4738,free_cooling,electricity,reference,0.0
T4738,HR_DC,electricity,integrated,0.0
T4738,HR_DC,electricity,reference,0.0
T4739,electric_chiller,electricity,integrated,4.0
T4739,electric_chiller,electricity,reference,4.0
T4739,free_cooling,electricity,integrated,0.0
T4739,free_cooling,electricity,reference,0.0
T4739,HR_DC,electricity,integrated,0.0
T4739,HR_DC,electricity,reference,0.0
T4740,electric_chiller,electricity,integrated,4.0
T4740,electric_chiller,electricity,reference,4.0
T4740,free_cooling,electricity,integrated,0.0
T4740,free_cooling,electricity,reference,0.0
T4740,HR_DC,electricity,integrated,0.0
T4740,HR_DC,electricity,reference,0.0
T4741,electric_chiller,electricity,integrated,4.0
T4741,electric_chiller,electricity,reference,4.0
T4741,free_cooling,electricity,integrated,0.0
T4741,free_cooling,electricity,reference,0.0
T4741,HR_DC,electricity,integrated,0.0
T4741,HR_DC,electricity,reference,0.0
T4742,electric_chiller,electricity,integrated,4.0
T4742,electric_chiller,electricity,reference,4.0
T4742,free_cooling,electricity,integrated,0.0
T4742,free_cooling,electricity,reference,0.0
T4742,HR_DC,electricity,integrated,0.0
T4742,HR_DC,electricity,reference,0.0
T4743,electric_chiller,electricity,integrated,4.0
T4743,electric_chiller,electricity,reference,4.0
T4743,free_cooling,electricity,integrated,0.0
T4743,free_cooling,electricity,reference,0.0
T4743,HR_DC,electricity,integrated,0.0
T4743,HR_DC,electricity,reference,0.0
T4744,electric_chiller,electricity,integrated,4.0
T4744,electric_chiller,electricity,reference,4.0
T4744,free_cooling,electricity,integrated,0.0
T4744,free_cooling,electricity,reference,0.0
T4744,HR_DC,electricity,integrated,0.0
T4744,HR_DC,electricity,reference,0.0
T4745,electric_chiller,electricity,integrated,4.0
T4745,electric_chiller,electricity,reference,4.0
T4745,free_cooling,electricity,integrated,0.0
T4745,free_cooling,electricity,reference,0.0
T4745,HR_DC,electricity,integrated,0.0
T4745,HR_DC,electricity,reference,0.0
T4746,electric_chiller,electricity,integrated,4.0
T4746,electric_chiller,electricity,reference,4.0
T4746,free_cooling,electricity,integrated,0.0
T4746,free_cooling,electricity,reference,0.0
T4746,HR_DC,electricity,integrated,0.0
T4746,HR_DC,electricity,reference,0.0
T4747,electric_chiller,electricity,integrated,4.0
T4747,electric_chiller,electricity,reference,4.0
T4747,free_cooling,electricity,integrated,0.0
T4747,free_cooling,electricity,reference,0.0
T4747,HR_DC,electricity,integrated,0.0
T4747,HR_DC,electricity,reference,0.0
T4748,electric_chiller,electricity,integrated,4.0
T4748,electric_chiller,electricity,reference,4.0
T4748,free_cooling,electricity,integrated,0.0
T4748,free_cooling,electricity,reference,0.0
T4748,HR_DC,electricity,integrated,0.0
T4748,HR_DC,electricity,reference,0.0
T4749,electric_chiller,electricity,integrated,4.0
T4749,electric_chiller,electricity,reference,4.0
T4749,free_cooling,electricity,integrated,0.0
T4749,free_cooling,electricity,reference,0.0
T4749,HR_DC,electricity,integrated,0.0
T4749,HR_DC,electricity,reference,0.0
T4750,electric_chiller,electricity,integrated,4.0
T4750,electric_chiller,electricity,reference,4.0
T4750,free_cooling,electricity,integrated,0.0
T4750,free_cooling,electricity,reference,0.0
T4750,HR_DC,electricity,integrated,0.0
T4750,HR_DC,electricity,reference,0.0
T4751,electric_chiller,electricity,integrated,4.0
T4751,electric_chiller,electricity,reference,4.0
T4751,free_cooling,electricity,integrated,0.0
T4751,free_cooling,electricity,reference,0.0
T4751,HR_DC,electricity,integrated,0.0
T4751,HR_DC,electricity,reference,0.0
T4752,electric_chiller,electricity,integrated,0.0
T4752,electric_chiller,electricity,reference,0.0
T4752,free_cooling,electricity,integrated,4.0
T4752,free_cooling,electricity,reference,4.0
T4752,HR_DC,electricity,integrated,0.0
T4752,HR_DC,electricity,reference,0.0
T4753,electric_chiller,electricity,integrated,0.0
T4753,electric_chiller,electricity,reference,0.0
T4753,free_cooling,electricity,integrated,4.0
T4753,free_cooling,electricity,reference,4.0
T4753,HR_DC,electricity,integrated,0.0
T4753,HR_DC,electricity,reference,0.0
T4754,electric_chiller,electricity,integrated,0.0
T4754,electric_chiller,electricity,reference,0.0
T4754,free_cooling,electricity,integrated,4.0
T4754,free_cooling,electricity,reference,4.0
T4754,HR_DC,electricity,integrated,0.0
T4754,HR_DC,electricity,reference,0.0
T4755,electric_chiller,electricity,integrated,0.0
T4755,electric_chiller,electricity,reference,0.0
T4755,free_cooling,electricity,integrated,4.0
T4755,free_cooling,electricity,reference,4.0
T4755,HR_DC,electricity,integrated,0.0
T4755,HR_DC,electricity,reference,0.0
T4756,electric_chiller,electricity,integrated,0.0
T4756,electric_chiller,electricity,reference,0.0
T4756,free_cooling,electricity,integrated,4.0
T4756,free_cooling,electricity,reference,4.0
T4756,HR_DC,electricity,integrated,0.0
T4756,HR_DC,electricity,reference,0.0
T4757,electric_chiller,electricity,integrated,0.0
T4757,electric_chiller,electricity,reference,0.0
T4757,free_cooling,electricity,integrated,4.0
T4757,free_cooling,electricity,reference,4.0
T4757,HR_DC,electricity,integrated,0.0
T4757,HR_DC,electricity,reference,0.0
T4758,electric_chiller,electricity,integrated,0.0
T4758,electric_chiller,electricity,reference,0.0
T4758,free_cooling,electricity,integrated,4.0
T4758,free_cooling,electricity,reference,4.0
T4758,HR_DC,electricity,integrated,0.0
T4758,HR_DC,electricity,reference,0.0
T4759,electric_chiller,electricity,integrated,4.0
T4759,electric_chiller,electricity,reference,4.0
T4759,free_cooling,electricity,integrated,0.0
T4759,free_cooling,electricity,reference,0.0
T4759,HR_DC,electricity,integrated,0.0
T4759,HR_DC,electricity,reference,0.0
T4760,electric_chiller,electricity,integrated,4.0
T4760,electric_chiller,electricity,reference,4.0
T4760,free_cooling,electricity,integrated,0.0
T4760,free_cooling,electricity,reference,0.0
T4760,HR_DC,electricity,integrated,0.0
T4760,HR_DC,electricity,reference,0.0
T4761,electric_chiller,electricity,integrated,4.0
T4761,electric_chiller,electricity,reference,4.0
T4761,free_cooling,electricity,integrated,0.0
T4761,free_cooling,electricity,reference,0.0
T4761,HR_DC,electricity,integrated,0.0
T4761,HR_DC,electricity,reference,0.0
T4762,electric_chiller,electricity,integrated,4.0
T4762,electric_chiller,electricity,reference,4.0
T4762,free_cooling,electricity,integrated,0.0
T4762,free_cooling,electricity,reference,0.0
T4762,HR_DC,electricity,integrated,0.0
T4762,HR_DC,electricity,reference,0.0
T4763,electric_chiller,electricity,integrated,4.0
T4763,electric_chiller,electricity,reference,4.0
T4763,free_cooling,electricity,integrated,0.0
T4763,free_cooling,electricity,reference,0.0
T4763,HR_DC,electricity,integrated,0.0
T4763,HR_DC,electricity,reference,0.0
T4764,electric_chiller,electricity,integrated,4.0
T4764,electric_chiller,electricity,reference,4.0
T4764,free_cooling,electricity,integrated,0.0
T4764,free_cooling,electricity,reference,0.0
T4764,HR_DC,electricity,integrated,0.0
T4764,HR_DC,electricity,reference,0.0
T4765,electric_chiller,electricity,integrated,4.0
T4765,electric_chiller,electricity,reference,4.0
T4765,free_cooling,electricity,integrated,0.0
T4765,free_cooling,electricity,reference,0.0
T4765,HR_DC,electricity,integrated,0.0
T4765,HR_DC,electricity,reference,0.0
T4766,electric_chiller,electricity,integrated,4.0
T4766,electric_chiller,electricity,reference,4.0
T4766,free_cooling,electricity,integrated,0.0
T4766,free_cooling,electricity,reference,0.0
T4766,HR_DC,electricity,integrated,0.0
T4766,HR_DC,electricity,reference,0.0
T4767,electric_chiller,electricity,integrated,4.0
T4767,electric_chiller,electricity,reference,4.0
T4767,free_cooling,electricity,integrated,0.0
T4767,free_cooling,electricity,reference,0.0
T4767,HR_DC,electricity,integrated,0.0
T4767,HR_DC,electricity,reference,0.0
T4768,electric_chiller,electricity,integrated,4.0
T4768,electric_chiller,electricity,reference,4.0
T4768,free_cooling,electricity,integrated,0.0
T4768,free_cooling,electricity,reference,0.0
T4768,HR_DC,electricity,integrated,0.0
T4768,HR_DC,electricity,reference,0.0
T4769,electric_chiller,electricity,integrated,4.0
T4769,electric_chiller,electricity,reference,4.0
T4769,free_cooling,electricity,integrated,0.0
T4769,free_cooling,electricity,reference,0.0
T4769,HR_DC,electricity,integrated,0.0
T4769,HR_DC,electricity,reference,0.0
T4770,electric_chiller,electricity,integrated,4.0
T4770,electric_chiller,electricity,reference,4.0
T4770,free_cooling,electricity,integrated,0.0
T4770,free_cooling,electricity,reference,0.0
T4770,HR_DC,electricity,integrated,0.0
T4770,HR_DC,electricity,reference,0.0
T4771,electric_chiller,electricity,integrated,4.0
T4771,electric_chiller,electricity,reference,4.0
T4771,free_cooling,electricity,integrated,0.0
T4771,free_cooling,electricity,reference,0.0
T4771,HR_DC,electricity,integrated,0.0
T4771,HR_DC,electricity,reference,0.0
T4772,electric_chiller,electricity,integrated,4.0
T4772,electric_chiller,electricity,reference,4.0
T4772,free_cooling,electricity,integrated,0.0
T4772,free_cooling,electricity,reference,0.0
T4772,HR_DC,electricity,integrated,0.0
T4772,HR_DC,electricity,reference,0.0
T4773,electric_chiller,electricity,integrated,4.0
T4773,electric_chiller,electricity,reference,4.0
T4773,free_cooling,electricity,integrated,0.0
T4773,free_cooling,electricity,reference,0.0
T4773,HR_DC,electricity,integrated,0.0
T4773,HR_DC,electricity,reference,0.0
T4774,electric_chiller,electricity,integrated,4.0
T4774,electric_chiller,electricity,reference,4.0
T4774,free_cooling,electricity,integrated,0.0
T4774,free_cooling,electricity,reference,0.0
T4774,HR_DC,electricity,integrated,0.0
T4774,HR_DC,electricity,reference,0.0
T4775,electric_chiller,electricity,integrated,0.0
T4775,electric_chiller,electricity,reference,0.0
T4775,free_cooling,electricity,integrated,4.0
T4775,free_cooling,electricity,reference,4.0
T4775,HR_DC,electricity,integrated,0.0
T4775,HR_DC,electricity,reference,0.0
T4776,electric_chiller,electricity,integrated,0.0
T4776,electric_chiller,electricity,reference,0.0
T4776,free_cooling,electricity,integrated,4.0
T4776,free_cooling,electricity,reference,4.0
T4776,HR_DC,electricity,integrated,0.0
T4776,HR_DC,electricity,reference,0.0
T4777,electric_chiller,electricity,integrated,0.0
T4777,electric_chiller,electricity,reference,0.0
T4777,free_cooling,electricity,integrated,4.0
T4777,free_cooling,electricity,reference,4.0
T4777,HR_DC,electricity,integrated,0.0
T4777,HR_DC,electricity,reference,0.0
T4778,electric_chiller,electricity,integrated,0.0
T4778,electric_chiller,electricity,reference,0.0
T4778,free_cooling,electricity,integrated,4.0
T4778,free_cooling,electricity,reference,4.0
T4778,HR_DC,electricity,integrated,0.0
T4778,HR_DC,electricity,reference,0.0
T4779,electric_chiller,electricity,integrated,0.0
T4779,electric_chiller,electricity,reference,0.0
T4779,free_cooling,electricity,integrated,4.0
T4779,free_cooling,electricity,reference,4.0
T4779,HR_DC,electricity,integrated,0.0
T4779,HR_DC,electricity,reference,0.0
T4780,electric_chiller,electricity,integrated,0.0
T4780,electric_chiller,electricity,reference,0.0
T4780,free_cooling,electricity,integrated,4.0
T4780,free_cooling,electricity,reference,4.0
T4780,HR_DC,electricity,integrated,0.0
T4780,HR_DC,electricity,reference,0.0
T4781,electric_chiller,electricity,integrated,0.0
T4781,electric_chiller,electricity,reference,0.0
T4781,free_cooling,electricity,integrated,4.0
T4781,free_cooling,electricity,reference,4.0
T4781,HR_DC,electricity,integrated,0.0
T4781,HR_DC,electricity,reference,0.0
T4782,electric_chiller,electricity,integrated,0.0
T4782,electric_chiller,electricity,reference,0.0
T4782,free_cooling,electricity,integrated,4.0
T4782,free_cooling,electricity,reference,4.0
T4782,HR_DC,electricity,integrated,0.0
T4782,HR_DC,electricity,reference,0.0
T4783,electric_chiller,electricity,integrated,0.0
T4783,electric_chiller,electricity,reference,0.0
T4783,free_cooling,electricity,integrated,4.0
T4783,free_cooling,electricity,reference,4.0
T4783,HR_DC,electricity,integrated,0.0
T4783,HR_DC,electricity,reference,0.0
T4784,electric_chiller,electricity,integrated,4.0
T4784,electric_chiller,electricity,reference,4.0
T4784,free_cooling,electricity,integrated,0.0
T4784,free_cooling,electricity,reference,0.0
T4784,HR_DC,electricity,integrated,0.0
T4784,HR_DC,electricity,reference,0.0
T4785,electric_chiller,electricity,integrated,4.0
T4785,electric_chiller,electricity,reference,4.0
T4785,free_cooling,electricity,integrated,0.0
T4785,free_cooling,electricity,reference,0.0
T4785,HR_DC,electricity,integrated,0.0
T4785,HR_DC,electricity,reference,0.0
T4786,electric_chiller,electricity,integrated,4.0
T4786,electric_chiller,electricity,reference,4.0
T4786,free_cooling,electricity,integrated,0.0
T4786,free_cooling,electricity,reference,0.0
T4786,HR_DC,electricity,integrated,0.0
T4786,HR_DC,electricity,reference,0.0
T4787,electric_chiller,electricity,integrated,4.0
T4787,electric_chiller,electricity,reference,4.0
T4787,free_cooling,electricity,integrated,0.0
T4787,free_cooling,electricity,reference,0.0
T4787,HR_DC,electricity,integrated,0.0
T4787,HR_DC,electricity,reference,0.0
T4788,electric_chiller,electricity,integrated,4.0
T4788,electric_chiller,electricity,reference,4.0
T4788,free_cooling,electricity,integrated,0.0
T4788,free_cooling,electricity,reference,0.0
T4788,HR_DC,electricity,integrated,0.0
T4788,HR_DC,electricity,reference,0.0
T4789,electric_chiller,electricity,integrated,4.0
T4789,electric_chiller,electricity,reference,4.0
T4789,free_cooling,electricity,integrated,0.0
T4789,free_cooling,electricity,reference,0.0
T4789,HR_DC,electricity,integrated,0.0
T4789,HR_DC,electricity,reference,0.0
T4790,electric_chiller,electricity,integrated,4.0
T4790,electric_chiller,electricity,reference,4.0
T4790,free_cooling,electricity,integrated,0.0
T4790,free_cooling,electricity,reference,0.0
T4790,HR_DC,electricity,integrated,0.0
T4790,HR_DC,electricity,reference,0.0
T4791,electric_chiller,electricity,integrated,4.0
T4791,electric_chiller,electricity,reference,4.0
T4791,free_cooling,electricity,integrated,0.0
T4791,free_cooling,electricity,reference,0.0
T4791,HR_DC,electricity,integrated,0.0
T4791,HR_DC,electricity,reference,0.0
T4792,electric_chiller,electricity,integrated,4.0
T4792,electric_chiller,electricity,reference,4.0
T4792,free_cooling,electricity,integrated,0.0
T4792,free_cooling,electricity,reference,0.0
T4792,HR_DC,electricity,integrated,0.0
T4792,HR_DC,electricity,reference,0.0
T4793,electric_chiller,electricity,integrated,4.0
T4793,electric_chiller,electricity,reference,4.0
T4793,free_cooling,electricity,integrated,0.0
T4793,free_cooling,electricity,reference,0.0
T4793,HR_DC,electricity,integrated,0.0
T4793,HR_DC,electricity,reference,0.0
T4794,electric_chiller,electricity,integrated,4.0
T4794,electric_chiller,electricity,reference,4.0
T4794,free_cooling,electricity,integrated,0.0
T4794,free_cooling,electricity,reference,0.0
T4794,HR_DC,electricity,integrated,0.0
T4794,HR_DC,electricity,reference,0.0
T4795,electric_chiller,electricity,integrated,4.0
T4795,electric_chiller,electricity,reference,4.0
T4795,free_cooling,electricity,integrated,0.0
T4795,free_cooling,electricity,reference,0.0
T4795,HR_DC,electricity,integrated,0.0
T4795,HR_DC,electricity,reference,0.0
T4796,electric_chiller,electricity,integrated,4.0
T4796,electric_chiller,electricity,reference,4.0
T4796,free_cooling,electricity,integrated,0.0
T4796,free_cooling,electricity,reference,0.0
T4796,HR_DC,electricity,integrated,0.0
T4796,HR_DC,electricity,reference,0.0
T4797,electric_chiller,electricity,integrated,4.0
T4797,electric_chiller,electricity,reference,4.0
T4797,free_cooling,electricity,integrated,0.0
T4797,free_cooling,electricity,reference,0.0
T4797,HR_DC,electricity,integrated,0.0
T4797,HR_DC,electricity,reference,0.0
T4798,electric_chiller,electricity,integrated,0.0
T4798,electric_chiller,electricity,reference,0.0
T4798,free_cooling,electricity,integrated,4.0
T4798,free_cooling,electricity,reference,4.0
T4798,HR_DC,electricity,integrated,0.0
T4798,HR_DC,electricity,reference,0.0
T4799,electric_chiller,electricity,integrated,0.0
T4799,electric_chiller,electricity,reference,0.0
T4799,free_cooling,electricity,integrated,4.0
T4799,free_cooling,electricity,reference,4.0
T4799,HR_DC,electricity,integrated,0.0
T4799,HR_DC,electricity,reference,0.0
T4800,electric_chiller,electricity,integrated,0.0
T4800,electric_chiller,electricity,reference,0.0
T4800,free_cooling,electricity,integrated,4.0
T4800,free_cooling,electricity,reference,4.0
T4800,HR_DC,electricity,integrated,0.0
T4800,HR_DC,electricity,reference,0.0
T4801,electric_chiller,electricity,integrated,0.0
T4801,electric_chiller,electricity,reference,0.0
T4801,free_cooling,electricity,integrated,4.0
T4801,free_cooling,electricity,reference,4.0
T4801,HR_DC,electricity,integrated,0.0
T4801,HR_DC,electricity,reference,0.0
T4802,electric_chiller,electricity,integrated,0.0
T4802,electric_chiller,electricity,reference,0.0
T4802,free_cooling,electricity,integrated,4.0
T4802,free_cooling,electricity,reference,4.0
T4802,HR_DC,electricity,integrated,0.0
T4802,HR_DC,electricity,reference,0.0
T4803,electric_chiller,electricity,integrated,0.0
T4803,electric_chiller,electricity,reference,0.0
T4803,free_cooling,electricity,integrated,4.0
T4803,free_cooling,electricity,reference,4.0
T4803,HR_DC,electricity,integrated,0.0
T4803,HR_DC,electricity,reference,0.0
T4804,electric_chiller,electricity,integrated,0.0
T4804,electric_chiller,electricity,reference,0.0
T4804,free_cooling,electricity,integrated,4.0
T4804,free_cooling,electricity,reference,4.0
T4804,HR_DC,electricity,integrated,0.0
T4804,HR_DC,electricity,reference,0.0
T4805,electric_chiller,electricity,integrated,0.0
T4805,electric_chiller,electricity,reference,0.0
T4805,free_cooling,electricity,integrated,4.0
T4805,free_cooling,electricity,reference,4.0
T4805,HR_DC,electricity,integrated,0.0
T4805,HR_DC,electricity,reference,0.0
T4806,electric_chiller,electricity,integrated,0.0
T4806,electric_chiller,electricity,reference,0.0
T4806,free_cooling,electricity,integrated,4.0
T4806,free_cooling,electricity,reference,4.0
T4806,HR_DC,electricity,integrated,0.0
T4806,HR_DC,electricity,reference,0.0
T4807,electric_chiller,electricity,integrated,0.0
T4807,electric_chiller,electricity,reference,0.0
T4807,free_cooling,electricity,integrated,4.0
T4807,free_cooling,electricity,reference,4.0
T4807,HR_DC,electricity,integrated,0.0
T4807,HR_DC,electricity,reference,0.0
T4808,electric_chiller,electricity,integrated,4.0
T4808,electric_chiller,electricity,reference,4.0
T4808,free_cooling,electricity,integrated,0.0
T4808,free_cooling,electricity,reference,0.0
T4808,HR_DC,electricity,integrated,0.0
T4808,HR_DC,electricity,reference,0.0
T4809,electric_chiller,electricity,integrated,4.0
T4809,electric_chiller,electricity,reference,4.0
T4809,free_cooling,electricity,integrated,0.0
T4809,free_cooling,electricity,reference,0.0
T4809,HR_DC,electricity,integrated,0.0
T4809,HR_DC,electricity,reference,0.0
T4810,electric_chiller,electricity,integrated,4.0
T4810,electric_chiller,electricity,reference,4.0
T4810,free_cooling,electricity,integrated,0.0
T4810,free_cooling,electricity,reference,0.0
T4810,HR_DC,electricity,integrated,0.0
T4810,HR_DC,electricity,reference,0.0
T4811,electric_chiller,electricity,integrated,4.0
T4811,electric_chiller,electricity,reference,4.0
T4811,free_cooling,electricity,integrated,0.0
T4811,free_cooling,electricity,reference,0.0
T4811,HR_DC,electricity,integrated,0.0
T4811,HR_DC,electricity,reference,0.0
T4812,electric_chiller,electricity,integrated,4.0
T4812,electric_chiller,electricity,reference,4.0
T4812,free_cooling,electricity,integrated,0.0
T4812,free_cooling,electricity,reference,0.0
T4812,HR_DC,electricity,integrated,0.0
T4812,HR_DC,electricity,reference,0.0
T4813,electric_chiller,electricity,integrated,4.0
T4813,electric_chiller,electricity,reference,4.0
T4813,free_cooling,electricity,integrated,0.0
T4813,free_cooling,electricity,reference,0.0
T4813,HR_DC,electricity,integrated,0.0
T4813,HR_DC,electricity,reference,0.0
T4814,electric_chiller,electricity,integrated,4.0
T4814,electric_chiller,electricity,reference,4.0
T4814,free_cooling,electricity,integrated,0.0
T4814,free_cooling,electricity,reference,0.0
T4814,HR_DC,electricity,integrated,0.0
T4814,HR_DC,electricity,reference,0.0
T4815,electric_chiller,electricity,integrated,4.0
T4815,electric_chiller,electricity,reference,4.0
T4815,free_cooling,electricity,integrated,0.0
T4815,free_cooling,electricity,reference,0.0
T4815,HR_DC,electricity,integrated,0.0
T4815,HR_DC,electricity,reference,0.0
T4816,electric_chiller,electricity,integrated,4.0
T4816,electric_chiller,electricity,reference,4.0
T4816,free_cooling,electricity,integrated,0.0
T4816,free_cooling,electricity,reference,0.0
T4816,HR_DC,electricity,integrated,0.0
T4816,HR_DC,electricity,reference,0.0
T4817,electric_chiller,electricity,integrated,4.0
T4817,electric_chiller,electricity,reference,4.0
T4817,free_cooling,electricity,integrated,0.0
T4817,free_cooling,electricity,reference,0.0
T4817,HR_DC,electricity,integrated,0.0
