,AMV1,AMV4,AVV1,AVV2,HCV7,HCV8,SMV1_SMV7,KKV8,ARC,ARGO5,ARGO6,VF5,VF6,HOB_electric,HOB_biogas,HOB_fueloil,HOB_gasoil,HOB_natgas,HOB_pellets,HP_air
T3905,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.39289706,68.35,58.795,74.291,79.969,41.44,29.393
T3906,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.67547462,68.35,58.795,74.291,79.969,41.44,32.675
T3907,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.93222349,68.35,58.795,74.291,79.969,41.44,30.932
T3908,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.0641288,68.35,58.795,74.291,79.969,41.44,29.064
T3909,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.514431,68.35,58.795,74.291,79.969,41.44,30.514
T3910,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.007288,68.35,58.795,74.291,79.969,41.44,24.007
T3911,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.60722354,68.35,58.795,74.291,79.969,41.44,26.607
T3912,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.87978607,68.35,58.795,74.291,79.969,41.44,25.88
T3913,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.21873632,68.35,58.795,74.291,79.969,41.44,24.219
T3914,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.34787785,68.35,58.795,74.291,79.969,41.44,23.348
T3915,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.8584807,68.35,58.795,74.291,79.969,41.44,23.858
T3916,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.05141957,68.35,58.795,74.291,79.969,41.44,24.051
T3917,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.52550286,68.35,58.795,74.291,79.969,41.44,24.526
T3918,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.39631887,68.35,58.795,74.291,79.969,41.44,25.396
T3919,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.44926643,68.35,58.795,74.291,79.969,41.44,27.449
T3920,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.21076162,68.35,58.795,74.291,79.969,41.44,25.211
T3921,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.30573025,68.35,58.795,74.291,79.969,41.44,25.306
T3922,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.66529563,68.35,58.795,74.291,79.969,41.44,26.665
T3923,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.73447628,68.35,58.795,74.291,79.969,41.44,21.734
T3924,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.87164723,68.35,58.795,74.291,79.969,41.44,19.872
T3925,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.99642058,68.35,58.795,74.291,79.969,41.44,18.996
T3926,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.24362117,68.35,58.795,74.291,79.969,41.44,19.244
T3927,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.82453305,68.35,58.795,74.291,79.969,41.44,20.825
T3928,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.13135607,68.35,58.795,74.291,79.969,41.44,22.131
T3929,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.20951777,68.35,58.795,74.291,79.969,41.44,26.21
T3930,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.45204048,68.35,58.795,74.291,79.969,41.44,29.452
T3931,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.22856177,68.35,58.795,74.291,79.969,41.44,30.229
T3932,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.93688152,68.35,58.795,74.291,79.969,41.44,29.937
T3933,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.17632074,68.35,58.795,74.291,79.969,41.44,30.176
T3934,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.30739841,68.35,58.795,74.291,79.969,41.44,26.307
T3935,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.52792947,68.35,58.795,74.291,79.969,41.44,26.528
T3936,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,9.647364927,68.35,58.795,74.291,79.969,41.44,9.647
T3937,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.349481191,68.35,58.795,74.291,79.969,41.44,8.349
T3938,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.90304893,68.35,58.795,74.291,79.969,41.44,10.903
T3939,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.18470138,68.35,58.795,74.291,79.969,41.44,18.185
T3940,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.23900658,68.35,58.795,74.291,79.969,41.44,17.239
T3941,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.95103459,68.35,58.795,74.291,79.969,41.44,18.951
T3942,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.65585386,68.35,58.795,74.291,79.969,41.44,19.656
T3943,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.65729625,68.35,58.795,74.291,79.969,41.44,19.657
T3944,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.19240429,68.35,58.795,74.291,79.969,41.44,22.192
T3945,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.09173203,68.35,58.795,74.291,79.969,41.44,22.092
T3946,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.25340268,68.35,58.795,74.291,79.969,41.44,23.253
T3947,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.31325249,68.35,58.795,74.291,79.969,41.44,22.313
T3948,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.91345033,68.35,58.795,74.291,79.969,41.44,20.913
T3949,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.07845307,68.35,58.795,74.291,79.969,41.44,18.078
T3950,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.34585979,68.35,58.795,74.291,79.969,41.44,18.346
T3951,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.70950501,68.35,58.795,74.291,79.969,41.44,18.71
T3952,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.48075842,68.35,58.795,74.291,79.969,41.44,22.481
T3953,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.47326937,68.35,58.795,74.291,79.969,41.44,26.473
T3954,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.76751715,68.35,58.795,74.291,79.969,41.44,29.768
T3955,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.95459087,68.35,58.795,74.291,79.969,41.44,33.955
T3956,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.41845305,68.35,58.795,74.291,79.969,41.44,35.418
T3957,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.58991206,68.35,58.795,74.291,79.969,41.44,39.59
T3958,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.14602719,68.35,58.795,74.291,79.969,41.44,36.146
T3959,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.35677152,68.35,58.795,74.291,79.969,41.44,34.357
T3960,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.39082937,68.35,58.795,74.291,79.969,41.44,30.391
T3961,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.94262699,68.35,58.795,74.291,79.969,41.44,28.943
T3962,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.10774053,68.35,58.795,74.291,79.969,41.44,26.108
T3963,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.04825692,68.35,58.795,74.291,79.969,41.44,28.048
T3964,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.42899481,68.35,58.795,74.291,79.969,41.44,33.429
T3965,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.84851126,68.35,58.795,74.291,79.969,41.44,42.849
T3966,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.80668058,68.35,58.795,74.291,79.969,41.44,49.807
T3967,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.5770785,68.35,58.795,74.291,79.969,41.44,55.577
T3968,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.69898257,68.35,58.795,74.291,79.969,41.44,53.699
T3969,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.93704834,68.35,58.795,74.291,79.969,41.44,50.937
T3970,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.49622927,68.35,58.795,74.291,79.969,41.44,51.496
T3971,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.30534508,68.35,58.795,74.291,79.969,41.44,52.305
T3972,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.81932125,68.35,58.795,74.291,79.969,41.44,48.819
T3973,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.23015963,68.35,58.795,74.291,79.969,41.44,49.23
T3974,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.82699275,68.35,58.795,74.291,79.969,41.44,49.827
T3975,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.3951164,68.35,58.795,74.291,79.969,41.44,49.395
T3976,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.16445841,68.35,58.795,74.291,79.969,41.44,53.164
T3977,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.85693759,68.35,58.795,74.291,79.969,41.44,61.857
T3978,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,66.48152396,68.35,58.795,74.291,79.969,41.44,66.482
T3979,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,65.86666542,68.35,58.795,74.291,79.969,41.44,65.867
T3980,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.41710724,68.35,58.795,74.291,79.969,41.44,61.417
T3981,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.08909078,68.35,58.795,74.291,79.969,41.44,61.089
T3982,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.11563687,68.35,58.795,74.291,79.969,41.44,57.116
T3983,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.05433694,68.35,58.795,74.291,79.969,41.44,56.054
T3984,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.84841328,68.35,58.795,74.291,79.969,41.44,52.848
T3985,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.68070653,68.35,58.795,74.291,79.969,41.44,50.681
T3986,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.98947678,68.35,58.795,74.291,79.969,41.44,49.989
T3987,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.54747294,68.35,58.795,74.291,79.969,41.44,50.547
T3988,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.18715874,68.35,58.795,74.291,79.969,41.44,48.187
T3989,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.82692851,68.35,58.795,74.291,79.969,41.44,53.827
T3990,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,64.2475041,68.35,58.795,74.291,79.969,41.44,64.248
T3991,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,67.94641402,68.35,58.795,74.291,79.969,41.44,67.946
T3992,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.49996089,68.35,58.795,74.291,79.969,41.44,63.5
T3993,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.49937662,68.35,58.795,74.291,79.969,41.44,61.499
T3994,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.61844994,68.35,58.795,74.291,79.969,41.44,59.618
T3995,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.4896956,68.35,58.795,74.291,79.969,41.44,57.49
T3996,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.81763969,68.35,58.795,74.291,79.969,41.44,54.818
T3997,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.26251174,68.35,58.795,74.291,79.969,41.44,52.263
T3998,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.04720897,68.35,58.795,74.291,79.969,41.44,52.047
T3999,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.89546138,68.35,58.795,74.291,79.969,41.44,52.895
T4000,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.18631564,68.35,58.795,74.291,79.969,41.44,55.186
T4001,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,65.07803684,68.35,58.795,74.291,79.969,41.44,65.078
T4002,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,75.9839777,68.35,58.795,74.291,79.969,41.44,75.984
T4003,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.69157437,68.35,58.795,74.291,79.969,41.44,71.692
T4004,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,67.78775127,68.35,58.795,74.291,79.969,41.44,67.788
T4005,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,62.85489517,68.35,58.795,74.291,79.969,41.44,62.855
T4006,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.27929731,68.35,58.795,74.291,79.969,41.44,59.279
T4007,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.21748302,68.35,58.795,74.291,79.969,41.44,57.217
T4008,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.31748481,68.35,58.795,74.291,79.969,41.44,56.317
T4009,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.73418139,68.35,58.795,74.291,79.969,41.44,57.734
T4010,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.96756032,68.35,58.795,74.291,79.969,41.44,56.968
T4011,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.86379181,68.35,58.795,74.291,79.969,41.44,57.864
T4012,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.57869662,68.35,58.795,74.291,79.969,41.44,54.579
T4013,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,62.72276336,68.35,58.795,74.291,79.969,41.44,62.723
T4014,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,82.65074228,68.35,58.795,74.291,79.969,41.44,82.651
T4015,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,85.53219383,68.35,58.795,74.291,79.969,41.44,85.532
T4016,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,83.21575279,68.35,58.795,74.291,79.969,41.44,83.216
T4017,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,79.23915468,68.35,58.795,74.291,79.969,41.44,79.239
T4018,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,83.07311981,68.35,58.795,74.291,79.969,41.44,83.073
T4019,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,86.78652806,68.35,58.795,74.291,79.969,41.44,86.787
T4020,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,77.27129478,68.35,58.795,74.291,79.969,41.44,77.271
T4021,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.86014586,68.35,58.795,74.291,79.969,41.44,63.86
T4022,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,60.19767786,68.35,58.795,74.291,79.969,41.44,60.198
T4023,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.14903321,68.35,58.795,74.291,79.969,41.44,58.149
T4024,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,64.37738491,68.35,58.795,74.291,79.969,41.44,64.377
T4025,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,75.03133664,68.35,58.795,74.291,79.969,41.44,75.031
T4026,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,73.65119008,68.35,58.795,74.291,79.969,41.44,73.651
T4027,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,68.64932599,68.35,58.795,74.291,79.969,41.44,68.649
T4028,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,66.00757027,68.35,58.795,74.291,79.969,41.44,66.008
T4029,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.42308777,68.35,58.795,74.291,79.969,41.44,59.423
T4030,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.48287435,68.35,58.795,74.291,79.969,41.44,54.483
T4031,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.30948968,68.35,58.795,74.291,79.969,41.44,43.309
T4032,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.32710868,68.35,58.795,74.291,79.969,41.44,35.327
T4033,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.87012439,68.35,58.795,74.291,79.969,41.44,32.87
T4034,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.43237714,68.35,58.795,74.291,79.969,41.44,31.432
T4035,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.15027728,68.35,58.795,74.291,79.969,41.44,32.15
T4036,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.91824073,68.35,58.795,74.291,79.969,41.44,35.918
T4037,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.31807012,68.35,58.795,74.291,79.969,41.44,38.318
T4038,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.72659486,68.35,58.795,74.291,79.969,41.44,57.727
T4039,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,80.84455857,68.35,58.795,74.291,79.969,41.44,80.845
T4040,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,79.51209683,68.35,58.795,74.291,79.969,41.44,79.512
T4041,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,75.8997601,68.35,58.795,74.291,79.969,41.44,75.9
T4042,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,75.32025242,68.35,58.795,74.291,79.969,41.44,75.32
T4043,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,70.2509035,68.35,58.795,74.291,79.969,41.44,70.251
T4044,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,60.06278427,68.35,58.795,74.291,79.969,41.44,60.063
T4045,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.48260235,68.35,58.795,74.291,79.969,41.44,51.483
T4046,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.71695749,68.35,58.795,74.291,79.969,41.44,42.717
T4047,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.62423101,68.35,58.795,74.291,79.969,41.44,44.624
T4048,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.3124317,68.35,58.795,74.291,79.969,41.44,50.312
T4049,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.94413255,68.35,58.795,74.291,79.969,41.44,59.944
T4050,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,61.82119193,68.35,58.795,74.291,79.969,41.44,61.821
T4051,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.81917748,68.35,58.795,74.291,79.969,41.44,57.819
T4052,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.97021716,68.35,58.795,74.291,79.969,41.44,50.97
T4053,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.26831511,68.35,58.795,74.291,79.969,41.44,44.268
T4054,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.1248697,68.35,58.795,74.291,79.969,41.44,39.125
T4055,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.28219341,68.35,58.795,74.291,79.969,41.44,47.282
T4056,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.4681782,68.35,58.795,74.291,79.969,41.44,48.468
